"","artname","count","genre","nchar"
"535","50 Cent Vs. Nelly Furtado",1,"",25
"536","50Fiftybunch",1,"",12
"537","50 First Dates",1,"",14
"538","50% Of The Dreamteam",1,"",20
"539","50 Volte Il Primo Bacio",1,"",23
"540","538 Dance Smash 2005-04",1,"",23
"541","54 Nude Honeys",1,"",14
"542","555 Vs. The Dominator",1,"",21
"543","56 Hope Road",1,"",12
"544","5.De Apres Ski Hut",1,"",18
"545","5 Ela",1,"",5
"546","5° Grado Mercalli",1,"",17
"547","5Ose Vs. Fatboy Slim Vs. The Beatles Vs. Billy Joel",1,"",51
"548","5 Stars For Failure",1,"",19
"549","5Thelement",1,"",10
"550","5Th Element Soundtrack",1,"",22
"551","60 Melody",1,"",9
"552","60`S",1,"",4
"553","60'S Brazilian Nuggets",1,"",22
"554","6A2A9",2,"noise, electronic, industrial, rhythmic+noise, experimental",5
"555","6 Blok",1,"",6
"556","6Pod9",1,"tech+house, house, electronic, electronica, lesser+known+yet+streamable+artists",5
"557","6Th Sense And Wildabeast",1,"",24
"558","6Th Sense Vs. Godamus Rhyme",1,"",27
"559","70'S - Super Hits",1,"",17
"560","7458239",1,"",7
"561","764-Hero/Modest Mouse",1,"",21
"562","764-Hero/Modest Mouse / 764-Hero",1,"",32
"563","77 Klash",1,"",8
"564","791",1,"",3
"565","7 Weeks",1,"",7
"566","7Раса",1,"grunge, alternative, post-grunge, russian, russian+alternative",5
"567","セクシー8",1,"hello+project, j-pop, female+vocalists, japanese, idol",5
"568","80",1,"",2
"569","808 State: Let Yourself Go (303 Mix)",1,"",36
"570","80 - Roxette",1,"",12
"571","80 - Sabrina",1,"",12
"572","80'S Coll. - Tom Pretty",1,"",23
"573","80'S Movie Hits",1,"",15
"574","80'S Music",2,"",10
"575","80S-Ub40 -",1,"",10
"576","88",1,"",2
"577","888",1,"rock, punk, indie, nu+metal, nsbm",3
"578","88 Keys Feat. Kanye West & Malik Yusef",3,"",38
"579","89Ers Feat. Rimini Rockaz",1,"",25
"580","8 Ball Ft. Mjg P. Diddy",1,"",23
"581","8 Bit/Beck",1,"",10
"582","8-Bit Suicide",1,"",13
"583","8M² Stereo",1,"ambient, experimental, singles, 4+of+10+stars, lesser+known+yet+streamable+artists",10
"584","8 Mile",2,"soundtrack, rap, rock, heavy, hip+hop",6
"585","9,000 Miles",1,"",11
"586","909D1Sco",1,"",8
"587","90S Megamix",1,"",11
"588","91-U",1,"",4
"589","929",1,"indie, folk, taiwan, acoustic, indie+pop",3
"590","92-U",1,"",4
"591","92-U-Tek+Non",1,"",12
"592","'94-Frank Sinatra Gladys Knight & Stevie  Wonder",1,"",48
"593","96% Julebord",1,"",12
"594","96Project",1,"rock, alternative+rock",9
"595","98﹂检一�",1,"",7
"596","999",12,"punk, punk+rock, new+wave, british+punk, 77+punk",3
"597","99 Cent Whore",1,"adam+sandler, lily+allen, title+is+a+full+sentence, sarah+silverman",13
"598","9Ba$$Sex",1,"",8
"599","9Th Prince Of Killarmy",2,"wu-tang, hip-hop, wu-fam, new+york, rap",22
"600","A",13,"alternative+rock, rock, punk+rock, alternative, punk",1
"601","A+",1,"alternative+rock, rock, punk+rock, alternative, punk",2
"602","‘“‚¢‰Å",1,"",6
"603","’Å–¼—Ñœç~Ö“¡Ƒlƒr{’Å–¼Ƒ•½@",1,"",30
"604","A1 Bassline & Kavsrave",1,"dubstep, ilike, todo, mysterious, female+vocalists",22
"605","A1. Bio",1,"",7
"606","[A1] Fff",1,"",8
"607","A1 - Kotai",1,"",10
"608","[A1] Nukom",1,"",10
"609","A-1 Swift",1,"g-funk+gospel+bayarea+frisco",9
"610","A1 Terrorheads",1,"",14
"611","A23P",1,"acid, techno, acid+techno, electronic, trance",4
"612","A2. Killah",1,"",10
"613","Ãµã¿",1,"",4
"614","Áàáêèí Ñåðãåé",1,"",13
"615","À. Äå Ìààð",1,"",10
"616","À. Äå Ìààð & Äðàãî",1,"",18
"617","À. Äå Ìààð È Ïàòðóëü",1,"",20
"618","À. Äå Ìààð Feat. Dj Tulis",1,"",25
"619","Âåðêà Ñåðäþ÷Êà",1,"",14
"620","Áæøýä¬Ú¯ (Matsuura Aya)",1,"",23
"621","Áåëûå Òåíè",1,"",10
"622","Aagsf And Ugly Freak",1,"",20
"623","ªÃI",1,"",8
"624","¶Åµâî°_",1,"",7
"625","Áàíä'Ýðîñ",1,"",9
"626","Å. Àíèøêî È Àññîðòè",1,"",19
"627","Aäkon Këëtrëh",1,"dark+ambient, les+legions+noires, black+metal, french, ambient",13
"628","Aalyiah -",1,"",9
"629","Aantonio Zz",1,"",11
"630","Âàñþòà È Ñëàäêèé Ñîí",1,"",20
"631","¸Âµ÷Àö¶Ó",1,"",8
"632","A. Armada",1,"post-rock, instrumental, rock, alternative",9
"633","Aaron Burke",1,"",11
"634","Aaron Davis & Fred Drust",1,"",24
"635","Aaron G.",1,"",8
"636","Aaron Lewis Of Staind",1,"",21
"637","Aaron Lewis/Sevendust",1,"",21
"638","Aaron Mcclelland Feat. Magic Slym",1,"",33
"639","Aaron Smith Feat Luvli",2,"house, club, dance",22
"640","Aaron Smith Feat. Luvli",4,"house, club, dance",23
"641","Aashish Khan",1,"indian+classical, indian",12
"642","Aa Sound Lab",1,"",12
"643","Aavepyörä",1,"psytrance, goa, suomisaundi, electronic, trance",9
"644","Aa.Vv Www.Cdonline.It",1,"",21
"645","Abacus And Esthero",1,"",18
"646","Abaixo De Zero",1,"",14
"647","Abba Spezial",1,"",12
"648","Abbie Neal With Betty Brent & The Ranch Girls",1,"",45
"649","Abcntmnded",1,"west+coast, rap, electronic, hip-hop, beats",10
"650","Abc Radio National",2,"podcast, australia, radio, science, abc",18
"651","Abc Science Online",1,"australian, radio, podcast",18
"652","Abc Tv",1,"australian, podcast, tv, news, vodcast",6
"653","Ab & Daru",1,"soul, hip+hop, r&amp;b, collabo, jazz+hop",9
"654","Ab/Dc",1,"",5
"655","Abdel Abrit",1,"",11
"656","Abdelhaleem Hafez",1,"",17
"657","Abdi Coşkun",1,"",11
"658","Abduccion",1,"experimental, dark",9
"659","Abdul Kawkabani/Mohammed Kawka",1,"",30
"660","Abdullaah Basfar",1,"quran",16
"661","Abea",1,"",4
"662","A Beautiful Mind (Piano Instrumental)",1,"",37
"663","Abel & Daniel Lohues",1,"dutch",20
"664","Abhijeet & Anuradha Shriram",1,"bollywood, world+music",27
"665","Abibas",1,"",6
"666","Abie Toiber",1,"easy+listening, ambient",11
"667","Abigail Riccards",1,"jazz, female+vocalists, sun+and+moon+and+stars+and+outer+space, female+vocalist, instrumental",16
"668","Abigail Warchild",1,"sxsw+2008, new+york, brooklyn, geohash:dr5rkrcute9g",16
"669","A Big Yes And A Small No",2,"indie, indie+pop, shoegaze, post-modern+pop, briljante+titel",24
"670","Abiradio 2003",1,"",13
"671","Abis",1,"trip-hop, downtempo, chillout, drum+and+bass, female+vocalists",4
"672","A Bleeding Star",1,"dark+ambient, experimental, atmospheric, suicidal+shoegaze, soundscapers",15
"673","A Block Of Yellow",4,"indie, indie+pop, male+vocals, questions, are+you",17
"674","A Blood & Fire Audio Catalogue",1,"",30
"675","A.B.N.",1,"houston, rap, dirty+south, southern+rap, h-town",6
"676","Aboolele Vs Gaop",1,"",16
"677","Aborda",1,"",6
"678","A Bossa Elétrica",1,"sweden, chillout, bossa+nova, a+bossa+eletrica+radio, brazilian+jazz",16
"679","Above &",1,"",7
"680","Above & Beyond Featuring Zoe Johnston",1,"trance, progressive+trance, vocal+trance, electronic, dance",37
"681","Above & Beyond Feat. Zoe Johnston - No One On Earth",1,"",51
"682","A Boy And His Sid",1,"",17
"683","A-Boys",1,"punk, punk+rock, power+pop, british, british+punk",6
"684","A.B.Perspectives",1,"electronic, electronica",16
"685","A/B Project",1,"",11
"686","A. B. Quintanilla",1,"",17
"687","Abra Dab I Gutek",1,"hip+hop, polish",16
"688","Abrahammer",1,"electronic, dance, mashup, mash-up, soul",10
"689","Abraksas",1,"black+metal, croatia, death+metal, folk+metal, pagan+metal",8
"690","A Brief History Of Ambient",1,"ambient, electronic, testing+1-2-3, theta+inducing, space+rock",26
"691","Abrooklynlife.Com",1,"",17
"692","Absolute Dance Move Your Body Winter 2007",1,"dance+music",41
"693","Absolute Madman",1,"absolute+madman",15
"694","Absolute Nr One 1984-1989 - Cd2",1,"",31
"695","Absolute Nr One 1990-1994 - Cd1",1,"",31
"696","Absolute Nr One 1990-1994 - Cd2",1,"",31
"697","Absolute Nr One 1995-1999 - Cd1",1,"",31
"698","Absolute Nr One 1995-1999 - Cd2",1,"",31
"699","Absolute Rock",1,"",13
"700","Absolution Project",1,"alternative+metal, hard+rock, alternative+rock, metal, rock",18
"701","Abstract Jazz Lounge",1,"",20
"702","Abstrakt & Getto Monk",1,"",21
"703","Absurdcus",1,"rock, funk, progressive, progressive+rock, bass",9
"704","Absurd Handy M/ Makaber",1,"",23
"705","Absurd Oppspinn",2,"",15
"706","Absurd Oppspinn Feat. Vågsbygd Handy",1,"",36
"707","Absurd Oppspinn M/ Makaber",1,"",26
"708","Absurd Oppspinn M/ Tor Even Terror",1,"",34
"709","Abu Nurah",1,"hip-hop, rap, political+rap, hip+hop, muslim",9
"710","Abuzer Kadayıf",1,"",14
"711","Abwärts",5,"punk, ndw, german, new+wave, post-punk",7
"712","Abx / The Hood Internet",1,"",23
"713","Abysis Projects",2,"ambient, new+age, chill-, abysis+projects, tranquility",15
"714","Abyssal Suffering",1,"death+metal",17
"715","Academy Of St-Martin-In-The-Fields (Iona Brown)",1,"",47
"716","Acadian Post",1,"alt-country",12
"717","Ação Direta",1,"hardcore, brazilian, brazil, punk, brazilian+punk",11
"718","Acb'S",1,"",5
"719","Accessory - Deadline",3,"ebm, industrial, dark+electro, electronic, electro-industrial",20
"720","Acción Sánchez",1,"live, rap, dj",14
"721","Accompaniment",1,"",13
"722","Accordian Music From The Faroe Island",1,"",37
"723","Ac/Dc (Tittsworth Remix)",2,"",24
"724","Ace Bushy Striptease",1,"indie+pop, indie, british, rock, indiepop",20
"725","Ace, Charlie & Lee Perry",1,"",24
"726","Ace Frehley - Kiss",1,"",18
"727","Ace Frehley Tribute",1,"",19
"728","A Certain Type Of Person",1,"",24
"729","Aces",1,"hip+hop, hh, underground+hip-hop, polskie, polish+music",4
"730","Acetate Feat. Mc Feva",1,"need+to+rate, not+rated",21
"731","Ace & Vis",1,"",9
"732","Aceyalone And Rjd2",7,"hip-hop, hip+hop, underground+hip-hop, rap, drjazzmrfunkmusic",18
"733","Ache:Emelie",1,"screamo, emo+violence, real+screamo, emo, experimental",11
"734","Acid06",1,"",6
"735","Acid Fingers",1,"",12
"736","Acid Flavor",1,"j-rock, anime, japanese, rock, hakushaku+to+yousei",11
"737","Acidfx",1,"ambient, psychedelic, trance, psytrance, electronic",6
"738","Acid Jazz",1,"acid+jazz, acid+azz",9
"739","Acidwave",1,"",8
"740","Acil Servis",1,"turkish+rock, turkish, turkish:+rock, rock",11
"741","A Clockwork Orange Soundtrack",1,"soundtrack, immer+3mal+mehr+herzchen+lieder, ui+ui",29
"742","Acoustic",1,"acoustic, pop, love, piano, alternative",8
"743","Acousticpeace Acousticanarchy",1,"creative+commons, 1am, for:+js-indie, 1g, 0listen",29
"744","Acquaviva & Lützenkirchen",2,"",25
"745","Acrobatica",1,"",10
"746","Ac•Rock",1,"",7
"747","Across",1,"noise, death+metal, harsh+noise, power+electronics, death%2Fthrash+metal",6
"748","Across The Delta",2,"progressive+rock, austrian, alternative+rock, austria, gotta+get",16
"749","Across The Universe",2,"soundtrack, beatles, across+the+universe+soundtrack, covers, musical",19
"750","Across The Universe Cast",1,"soundtrack, beatles, across+the+universe+soundtrack, covers, musical",24
"751","Across The Universe [Deluxe Edition]",1,"",36
"752","Across The Universe Soundtrack",4,"soundtrack, beatles, across+the+universe+soundtrack, covers, musical",30
"753","Ac Slater And Sunrize",1,"",21
"754","Ac Slater Feat. Fagget Fairys",1,"electro+house",29
"755","Ac The Promoter",1,"gangsta+rap, chicano+rap, chicano",15
"756","Action Feat. Mats Daag",1,"",22
"757","Action Feat. Verk545",1,"",20
"758","Action M/ Aich, Blacklight, Dr. Stockman & Kieran",1,"",49
"759","Action Man & 534",1,"",16
"760","Action M/ Mats Dawg",1,"",19
"761","Action Swingers",1,"noise+rock, garage+punk, garage+rock, punk+rock, punk",15
"762","Action & Verk",1,"",13
"763","Actitud María Marta",1,"argentina, hip+hop, anarchist+hip-hop, hip-hop, female+fronted",19
"764","Activa Feat. Aled Mann",1,"trance, electronic, uplifting+trance, edm",22
"765","Actyo Age",1,"",9
"766","Acusis",1,"electro, pop, indietronic",6
"767","Acústicos & Valvulados",1,"rock+gaucho, rock, brasil, brazilian, brazil",22
"768","Acute",2,"hardcore, japanese+hardcore, japanese, trance, hardcore+punk",5
"769","Acv",1,"jazz, fusion, progressive, awesome, modern+jazz",3
"770","Àðáàò",1,"",5
"771","A.Dąbrowska & A.Smolik",1,"",22
"772","Ada & Erlend Oye",1,"electronic, norwegian, indie, chillout, electronica",16
"773","Ada Falcón",1,"tango, latin, tango+argentino, female+vocalists, oldies",10
"774","Ada Faltón",1,"",10
"775","Adagio For Strings, Op.11",1,"",25
"776","Adam Beyer Vs Cari Lekebush",1,"techno",27
"777","Adam Burnell",1,"",12
"778","Adam Carolla And Dr. Drew",1,"",25
"779","Adam Christianson (Mac Geek)",1,"podcast, podcasts, macintosh+podcast, mac",28
"780","Adam Clinton",1,"acoustic, indie, newrocktrackradio:-9, emo",12
"781","Adam Coolish & Michał Kielak",1,"harmonica, poland, harmonica+blues",28
"782","Adam Curry",2,"podcast, podcasts, adam+curry, podshow, the+podfather",10
"783","Adam Deacon (Ft. Plan B, Snakeyman, Blazay, Alphadecious)",1,"grime, uk+grime",57
"784","Adam Dempsey",1,"",12
"785","Adam D & O'Day",1,"house, electronic, dance, hiccup, electronica",14
"786","Adam F And Dj Fresh",1,"adam+f, dj+fresh, breakbeat+kaos",19
"787","Adam F Feat. M.O.P",2,"all, jungle, drum+n+bass",18
"788","Adam F Feat. Pharoahe Monch",1,"drum+and+bass",27
"789","Adam Fieled",1,"singer-songwriter, singer+songwriter",11
"790","Adam Freeland And The Soul Drummers",1,"",35
"791","Adam Freeland/Evil 9",1,"",20
"792","Adam Hamilton (Mastersource Music Catalogue)",1,"",44
"793","Adam Heldring",1,"swedish, singer-songwriter, indie, need+to+rate, all",13
"794","Adam & John Petrucci",1,"adam, john+petrucci, rudy+sarzo, tommy+aldride",20
"795","Adam K & Addy",1,"house, electronic, progressive, electronica, minimal",13
"796","Adam Killip",1,"",11
"797","Adam Merrin",3,"indie, alternative, singer-songwriter, pop, grey%27s+anatomy",11
"798","Adam Miner",1,"singer-songwriter, amazing, discoverockult, beautiful",10
"799","Adam Nickey Ft. Tiff Lacey",1,"trance",26
"800","Adam Pascal, Damien Perkins, Heather Headley, Sherie René Scott",1,"",63
"801","Adam Pascal / Rosario Dawson",1,"",28
"802","Adam Stengel",1,"",12
"803","Adam Stephens (Of Two Gallants)",1,"singles, sxsw",31
"804","Àðàø È Áëåñòÿùèå",1,"",16
"805","Áðàòèøêà",1,"",8
"806","Áðàòüÿ Ãðèìì",1,"",12
"807","Addicted Craze (Feat. The Circus)",1,"",33
"808","Addicted To Trance",1,"",18
"809","Addictive Ft. Rakim",1,"",19
"810","Ãðèãîðèé Ëåïñ",1,"",13
"811","Adele (1988)",1,"",12
"812","Adele Armin",1,"",11
"813","Adele Black",1,"melodic+metal",11
"814","Adele F. Big Pooh (1988)",1,"",24
"815","Adélia Pedrosa",1,"fado, all, female+vocalists, portugal",14
"816","Adel Salameh & K Sridhar",1,"",24
"817","A De Maar",1,"dance, pop, russian, russian+pop",9
"818","A. De Maar I Patrul'",1,"",20
"819","A. De Maar - Www.Sei-Sexy.De",1,"",28
"820","Adeste Fideles",1,"",14
"821","A Deutsche Grammophon Recordin",1,"",30
"822","Adeyhawke",2,"electropop, electronic, electro, retro+electro, synthwave",9
"823","Adham Shaikh & Uwe Neumann",1,"ambient, indian, tabla, mind+healing+stuff, chill",26
"824","Adham Shaikh W/ Shankar",1,"",23
"825","Ad Hominem",1,"",10
"826","A Different Drum Sampler",1,"",24
"827","Adile Naşit",1,"",11
"828","Adilo Ft Mootje & Footje",1,"",24
"829","Adilson Ramos",1,"brega",13
"830","Adiós Amigo",1,"",11
"831","Adjágas",1,"folk, norwegian, joik, sami, saami",7
"832","Adjective",1,"post-punk, goth, darkwave, coldwave, super-cute",9
"833","Ad Libitum",1,"folk, medieval, celtic, russian, folk+rock",10
"834","Admiral D",1,"",9
"835","Admiral Dirtbag & Elmore Judd",1,"",29
"836","Adnan Şenses",1,"roman, adnan+senses-icerim+arkadas+doldur+be+meyhaneci, arabesque, turkisch, damat-adnan+senses",12
"837","Adners Griffin/Anders Griffen/Jack Lewis/Jeffrey Lewis",1,"",54
"838","Adolf Hansen",1,"",12
"839","Adolf Hitler",2,"",12
"840","Adolf Satan",1,"sludge, doom+metal, sludge+metal, slow+anal+cunt, sludge+doom",11
"841","Adonai Soundsystem",1,"",18
"842","À. Ðóññî",1,"",8
"843","Adora",1,"metalcore, hardcore, female+vocalists, christian",5
"844","Adrenalin Rush (With Psy Craft)",1,"",31
"845","Adrian Belew (Gaga)",1,"",19
"846","Adrian Eftimie",1,"house, romanian",14
"847","Adrian Ivanițchi",1,"folk",16
"848","Adrian Minune",1,"emo, pizdaisama, old+school+manele, inima+sifilitica, dance",13
"849","Adriano & Mina Celentano & Lucio Battisti",1,"",41
"850","Adrià Puntí",2,"singer-songwriter, spanish, catala, spain, lang:ca",11
"851","A-Drive Ft Matti",1,"hardstyle",16
"852","Adrock/Beck",1,"",11
"853","Adsd",2,"kataster, synthwave+4x4, dj+delberts+dorky+dance+drops",4
"854","Adult Remix",1,"",11
"855","Adventure 02 Boys",1,"",17
"856","Adventure 02 Girls",1,"",18
"857","Adventure Boys",1,"",14
"858","Adventure Boys & Digimon",1,"",24
"859","Adventure Girls",1,"",15
"860","Adventure Girls & Digimon",1,"",25
"861","Adversaree And Esh Beats",1,"",24
"862","Ad·Ver·Sary",2,"rhythmic+noise, industrial, noise, power+noise, electronic",11
"863","Æ½Ìïžúã÷",1,"",8
"864","Æµ˛Å´⁄Ã™≠Ã≠∫Ã™¿",1,"",15
"865","Æ¤Æ¾Ä¼¸Å¤«",1,"",12
"866","»Ææ·Ô´",1,"chinese, male",6
"867","Æàííà Ôðèñêå",1,"",12
"868","Æåíÿ Áåëîóñîâ",1,"",13
"869","Äèìà Áèëàí",1,"pop, russian+pop",10
"870","Æ. Ìàëàõîâà",1,"",11
"871","Aeiouaih",2,"folk, psychedelic+folk, psychedelic, guitar, finnish",8
"872","Aelpacha",1,"g-funk, french+rap, french+g-funk, g-funk+francais, gangsta+rap",8
"873","Aemlo",1,"yeht+mae+related",5
"874","Äèñêîòåêà Àâàðèß È Æàííà Ôðèñêå",1,"",31
"875","Ænndi",1,"",5
"876","Æon Spoke",2,"progressive+rock, alternative+rock, rock, indie, mellow",9
"877","Ærlig Talt",1,"",10
"878","Aeroflot",1,"",8
"879","Aerojet",1,"",7
"880","Aeron Aether",1,"progressive+breaks, progressive, electronic, progressive+trance, trance",12
"881","Aeronesi From Luckykitchen",1,"",26
"882","Aeroplane Ft. Kathy Diamond",1,"nu+disco, dance, electronica, 00s, lovesongs",27
"883","Aerosmith Feat. Sierra Leone'S Refugee All Stars",2,"covers, relax, gg+-+gute+cover, aerosmith, beatlemania",48
"884","Aes",1,"heavy+metal, speed+metal, italian+metal, rap, power+metal",3
"885","Aesop Rock And Jeremy Fish",1,"hip-hop, underground+hip-hop, rap, hip+hop, underground+hip+hop",26
"886","Aesop Rock, Del Tha Funky Homosapien & Think Differently Music",1,"hip-hop, underground+hip-hop, indie, underground+rap, alternative+hip-hop",62
"887","Aesop Rock/Evil 9",1,"",17
"888","Aesop Rock/J. Haynes",1,"",20
"889","Aesop Rock & Mercwaters",1,"",23
"890","Aesop Rock/Mf Doom/Prefuse 73",1,"hip-hop, underground+hip-hop, rap, hip+hop, underground+hip+hop",29
"891","Aesop Rock/Prefuse 73",1,"hip-hop, underground+hip-hop, rap, hip+hop, underground+hip+hop",21
"892","Aesop Rock Vs Magowl",1,"",20
"893","Æther",1,"trip-hop, electronic, instrumental+hip-hop, post-rock, downtempo",5
"894","Äéüöáíá Êñßíá",1,"",13
"895","Aevemi",1,"synthpop, chile, chilean, synth-gothic, synthetic+dreamscapes",6
"896","Afa",1,"italian, skinhead, morocco, 90s, trip+hop",3
"897","Afc M/ Petter",1,"",13
"898","Afcoskynet",1,"breaks",10
"899","Afghan Wigs (Clash)",1,"alternative+rock, rock, alternative, indie, indie+rock",19
"900","A Fine Line",1,"",11
"901","Afion",2,"folk, ethno, acoustic, ambient, ethnic",5
"902","A Fractal Void",1,"ambient, chillout, melodic, australian, electronica",14
"903","Africanhiphop.Com Presents",1,"funk, rap, electro, boogie",26
"904","Africanism Feat. Hossam Ramzy",1,"drjazzmrfunkmusic",29
"905","Africanism Prod. By Martin Solveig",1,"",34
"906","African Lullaby",1,"",15
"907","African Roots Act 3",1,"",19
"908","African Tribal Music",1,"",20
"909","Africa Unite & Jaka",1,"reggae",19
"910","Afrika Bambaataa/Gary Numan/Mc Chatterbox",1,"",41
"911","Afro Menduesa",2,"",13
"912","Afropsychopathz",1,"brukbeats, in-tru-mental",15
"913","Afterhours - Non È Per Sempre - 10",1,"",34
"914","Afterhours + Verdena",1,"",20
"915","Afterlife Feat Cathy Battistessa",1,"chillout",32
"916","Afterlife Feat Danni Minogue",1,"chillout, downtempo, world, ambient, amazing",28
